From	To
Q8WXF1	ENSP00000435921
Q8WXF1	ENSP00000481916
P41159	ENSP00000312652
Q15907	ENSP00000333547
Q15907	ENSP00000471148
Q9Y4K3	ENSP00000337853
Q9Y4K3	ENSP00000433623
Q3KNV8	ENSP00000354724
Q3KNV8	ENSP00000420489
Q86SE9	ENSP00000337500
Q86SE9	ENSP00000445704
Q86SE9	ENSP00000479492
Q9BYV6	ENSP00000276573
Q9BYV6	ENSP00000323913
Q9BYV6	ENSP00000332302
Q9BYV6	ENSP00000297348
Q6ZT12	ENSP00000272793
Q6ZT12	ENSP00000396068
Q8N9V2	ENSP00000327738
Q8WVD5	ENSP00000265981
Q9BYJ4	ENSP00000402595
Q9BYJ4	ENSP00000422947
Q96F44	ENSP00000284551
Q96F44	ENSP00000355660
Q96A61	ENSP00000483005
Q9BYE7	ENSP00000338845
Q9BYE7	ENSP00000358862
Q9BSM1	ENSP00000233630
Q96LD4	ENSP00000254816
Q17RB8	ENSP00000381298
O75342	ENSP00000497784
P22735	ENSP00000206765
P22735	ENSP00000439446
P22735	ENSP00000493587
P22735	ENSP00000496483
Q96BY9	ENSP00000256255
Q96BY9	ENSP00000441351
Q9UL25	ENSP00000261263
Q6UXL0	ENSP00000328133
Q9NYY1	ENSP00000356063
Q9NYY1	ENSP00000356065
Q9NYY1	ENSP00000375796
Q9UHF4	ENSP00000314976
Q9UHF4	ENSP00000356722
Q9UHF4	ENSP00000437843
Q9UHD0	ENSP00000270218
Q9UHD0	ENSP00000343000
Q9UHD0	ENSP00000482668
Q9UHD0	ENSP00000499487
Q9UHD0	ENSP00000499459
Q93052	ENSP00000478901
Q93052	ENSP00000491657
O00592	ENSP00000319782
O00592	ENSP00000367817
O60500	ENSP00000343634
O60500	ENSP00000368190
O00300	ENSP00000297350
Q15005	ENSP00000263672
Q12907	ENSP00000303366
Q15084	ENSP00000272227
Q15084	ENSP00000371024
Q15084	ENSP00000385385
Q15084	ENSP00000384459
Q15084	ENSP00000438778
Q15084	ENSP00000481892
P60468	ENSP00000223641
Q8N2K1	ENSP00000305826
Q8N2K1	ENSP00000353653
Q8N2K1	ENSP00000383719
O95070	ENSP00000366098
P63027	ENSP00000314214
Q2M2I8	ENSP00000385181
Q2M2I8	ENSP00000386456
Q9BT88	ENSP00000357307
P61073	ENSP00000241393
P61073	ENSP00000386884
P13598	ENSP00000415283
P13598	ENSP00000388666
P13598	ENSP00000392634
P13598	ENSP00000462579
P13598	ENSP00000464665
Q9NQ11	ENSP00000327214
Q9NQ11	ENSP00000341115
Q9NQ11	ENSP00000413307
Q8NG11	ENSP00000361229
Q8NG11	ENSP00000361231
Q8NG11	ENSP00000361237
Q8NG11	ENSP00000396270
Q8NG11	ENSP00000418195
Q8NG11	ENSP00000480263
Q06055	ENSP00000340315
Q06055	ENSP00000377878
Q06055	ENSP00000447317
Q06055	ENSP00000448801
Q06055	ENSP00000499883
Q9BWH2	ENSP00000358510
Q6ZN04	ENSP00000329918
Q6ZN04	ENSP00000456938
O75592	ENSP00000444596
Q86VZ2	ENSP00000330381
Q04671	ENSP00000261276
Q04671	ENSP00000346659
Q8WWM9	ENSP00000293230
Q99679	ENSP00000362746
Q6SJ93	ENSP00000341565
Q6SJ93	ENSP00000393855
Q6SJ93	ENSP00000432875
Q6SJ93	ENSP00000483456
Q9GZU8	ENSP00000335808
Q9GZU8	ENSP00000374098
Q9GZU8	ENSP00000456211
Q9GZU8	ENSP00000457850
Q9GZU8	ENSP00000457740
Q9NPA0	ENSP00000256545
Q86XS5	ENSP00000335255
P61328	ENSP00000393686
P61328	ENSP00000397635
P61328	ENSP00000413496
P35498	ENSP00000303540
P35498	ENSP00000364554
P35498	ENSP00000386312
P35498	ENSP00000490799
P35498	ENSP00000490780
O14773	ENSP00000299427
O14773	ENSP00000437066
O14773	ENSP00000494165
O14773	ENSP00000493657
O14773	ENSP00000495893
Q9H668	ENSP00000224950
Q9H668	ENSP00000358779
Q96EF0	ENSP00000363985
P30874	ENSP00000350198
Q02742	ENSP00000365920
Q02742	ENSP00000415454
Q02742	ENSP00000390703
Q969X6	ENSP00000327179
Q969X6	ENSP00000339164
Q969X6	ENSP00000456622
Q969X6	ENSP00000458843
Q13432	ENSP00000301032
Q13432	ENSP00000337040
P11488	ENSP00000232461
P11488	ENSP00000387555
A6NIH7	ENSP00000344942
Q13492	ENSP00000348718
Q13492	ENSP00000377015
Q13492	ENSP00000433846
Q13492	ENSP00000434884
Q13492	ENSP00000436958
O00755	ENSP00000285018
O96014	ENSP00000325526
Q9UBZ9	ENSP00000258428
Q9UBZ9	ENSP00000377091
O60673	ENSP00000351697
O60673	ENSP00000357792
O60673	ENSP00000357795
O60673	ENSP00000402003
Q9UI95	ENSP00000235310
Q9UI95	ENSP00000365855
Q9UI95	ENSP00000365882
Q9NQS3	ENSP00000321514
Q9NQS3	ENSP00000418070
Q9NQS3	ENSP00000420579
Q96NY8	ENSP00000356991
Q7Z6M4	ENSP00000241527
Q7Z6M4	ENSP00000375840
Q7Z6M4	ENSP00000480378
Q6IQ55	ENSP00000267890
Q6IQ55	ENSP00000455734
O43504	ENSP00000473439
Q8N122	ENSP00000307272
Q8N122	ENSP00000442479
Q8N122	ENSP00000460136
Q6IAA8	ENSP00000278671
Q0VGL1	ENSP00000343118
P14210	ENSP00000222390
P14210	ENSP00000413829
P14210	ENSP00000389854
P14210	ENSP00000408270
P14210	ENSP00000391238
Q9NXR1	ENSP00000379642
Q9NXR1	ENSP00000379643
Q9NXR1	ENSP00000488199
Q9NXR1	ENSP00000488050
Q86XT4	ENSP00000327994
Q86XT4	ENSP00000413875
O60858	ENSP00000348299
O60858	ENSP00000367424
O60858	ENSP00000412943
O60858	ENSP00000399206
A0A0G2JHK4	ENSP00000414878
A0A0G2JHK4	ENSP00000390361
A0A0G2JHK4	ENSP00000392422
A0A0G2JHK4	ENSP00000390043
A0A0G2JHK4	ENSP00000402013
A0A0G2JHK4	ENSP00000393056
A0A0G2JHK4	ENSP00000402647
A0A0G2JHK4	ENSP00000389085
A0A0G2JHK4	ENSP00000388866
A0A0G2JHK4	ENSP00000414928
A0A0G2JHK4	ENSP00000391895
A0A0G2JHK4	ENSP00000395136
A0A0G2JHK4	ENSP00000392200
A0A0G2JHK4	ENSP00000406688
C9JYL6	ENSP00000419080
O43930	ENSP00000498737
H0YE48	ENSP00000434975
O14682	ENSP00000306356
O14682	ENSP00000423804
O14682	ENSP00000446289
O14682	ENSP00000479101
O14682	ENSP00000499185
O15033	ENSP00000348714
O94810	ENSP00000319069
O94810	ENSP00000352778
O94810	ENSP00000380876
O75916	ENSP00000262406
O75916	ENSP00000396329
O94844	ENSP00000338671
O94844	ENSP00000350595
O14544	ENSP00000381034
O14544	ENSP00000463395
Q08050	ENSP00000342307
Q08050	ENSP00000352901
Q08050	ENSP00000354492
Q02080	ENSP00000402154
Q02080	ENSP00000390762
Q13084	ENSP00000199706
Q13084	ENSP00000374326
Q13084	ENSP00000497004
P58304	ENSP00000261980
P15529	ENSP00000313875
P15529	ENSP00000314664
P15529	ENSP00000346912
P15529	ENSP00000350346
P15529	ENSP00000350893
P15529	ENSP00000353342
P15529	ENSP00000356008
P15529	ENSP00000356009
P15529	ENSP00000356014
P15529	ENSP00000418471
Q9UKZ1	ENSP00000289382
Q9H9A5	ENSP00000330060
Q9H9A5	ENSP00000329376
Q9H9A5	ENSP00000399862
Q969H0	ENSP00000281708
Q969H0	ENSP00000296555
Q969H0	ENSP00000377528
Q969H0	ENSP00000474725
Q969H0	ENSP00000474971
P49790	ENSP00000262077
P49790	ENSP00000444029
P49790	ENSP00000478627
P78381	ENSP00000247138
P78381	ENSP00000365704
P78381	ENSP00000402726
P78381	ENSP00000416002
P78381	ENSP00000489484
P78381	ENSP00000489197
Q9Y2D2	ENSP00000359172
Q9Y2D2	ENSP00000414947
Q9Y2D2	ENSP00000418527
Q9Y2D2	ENSP00000433849
Q9Y2D2	ENSP00000491145
P01258	ENSP00000331746
P01258	ENSP00000379657
P01258	ENSP00000420618
Q9BSB4	ENSP00000338990
P18089	ENSP00000480573
P13765	ENSP00000395780
P13765	ENSP00000390020
P13765	ENSP00000405108
P13765	ENSP00000397268
P13765	ENSP00000410390
P13765	ENSP00000394783
P13765	ENSP00000496848
P06340	ENSP00000229829
P06340	ENSP00000372713
P06340	ENSP00000401504
P06340	ENSP00000397945
P06340	ENSP00000416448
P06340	ENSP00000395737
P06340	ENSP00000398819
Q13009	ENSP00000286827
Q13009	ENSP00000441570
P18827	ENSP00000254351
P18827	ENSP00000370542
P49848	ENSP00000344537
P49848	ENSP00000399982
P49848	ENSP00000416396
P49848	ENSP00000389575
P00488	ENSP00000264870
P23634	ENSP00000340930
P23634	ENSP00000350310
P23634	ENSP00000356187
P27105	ENSP00000286713
P27105	ENSP00000339607
Q02978	ENSP00000225665
Q02978	ENSP00000440804
Q00325	ENSP00000188376
Q00325	ENSP00000228318
Q00325	ENSP00000383898
Q00325	ENSP00000447740
Q00325	ENSP00000447310
Q00325	ENSP00000448708
P49238	ENSP00000351059
P49238	ENSP00000382166
P49238	ENSP00000439140
P49238	ENSP00000444928
Q0D2K0	ENSP00000311687
Q0D2K0	ENSP00000406456
Q15911	ENSP00000268489
Q15911	ENSP00000438926
Q15911	ENSP00000493252
Q99613	ENSP00000332604
Q99613	ENSP00000378953
Q99613	ENSP00000456416
Q99613	ENSP00000457963
Q99613	ENSP00000457418
Q9NXW9	ENSP00000292566
Q9NXW9	ENSP00000420362
P60900	ENSP00000261479
P60900	ENSP00000444844
P60900	ENSP00000452566
P60900	ENSP00000479620
Q96B67	ENSP00000265138
O15479	ENSP00000368273
P36544	ENSP00000303727
P36544	ENSP00000399087
P36544	ENSP00000407546
P43268	ENSP00000321835
P43268	ENSP00000377273
P43268	ENSP00000443846
P43268	ENSP00000440023
P43268	ENSP00000468636
P43268	ENSP00000465718
O75409	ENSP00000339511
A0JNW5	ENSP00000279907
A0JNW5	ENSP00000349285
P35548	ENSP00000239243
P04920	ENSP00000376571
P04920	ENSP00000405600
P04920	ENSP00000419164
P04920	ENSP00000419412
O14683	ENSP00000309532
O14683	ENSP00000379009
O14683	ENSP00000433474
O14683	ENSP00000436152
O14683	ENSP00000481456
O00746	ENSP00000219479
O00746	ENSP00000380834
O00746	ENSP00000389048
O00746	ENSP00000479996
G3V1X1	ENSP00000447976
Q96S44	ENSP00000361186
P60903	ENSP00000357799
P60903	ENSP00000357801
A6NI79	ENSP00000347586
P21399	ENSP00000309477
P21399	ENSP00000369255
P21399	ENSP00000438733
Q8TDJ6	ENSP00000251076
Q8TDJ6	ENSP00000400855
Q8TDJ6	ENSP00000441858
Q86VS8	ENSP00000305699
O14827	ENSP00000265080
Q00872	ENSP00000354849
Q00872	ENSP00000354845
Q00872	ENSP00000376665
Q00872	ENSP00000400908
Q00872	ENSP00000446128
Q00872	ENSP00000442847
Q00872	ENSP00000440034
Q00872	ENSP00000448175
Q00872	ENSP00000449702
Q00872	ENSP00000447900
O00443	ENSP00000265970
Q14683	ENSP00000323421
P52566	ENSP00000228945
P52566	ENSP00000440560
P52566	ENSP00000444860
P42704	ENSP00000260665
P05976	ENSP00000343321
P05976	ENSP00000307280
P54296	ENSP00000262113
P54296	ENSP00000478322
O75386	ENSP00000380321
O75386	ENSP00000410051
O75386	ENSP00000444110
P35573	ENSP00000294724
P35573	ENSP00000355106
P35573	ENSP00000359180
P35573	ENSP00000359182
P35573	ENSP00000359184
O14983	ENSP00000349595
O14983	ENSP00000378879
O14983	ENSP00000443101
Q8WZ74	ENSP00000160373
Q9NYF0	ENSP00000337439
Q9NYF0	ENSP00000378582
P51654	ENSP00000359854
P51654	ENSP00000377836
P51654	ENSP00000486325
Q9C0C6	ENSP00000355319
P11055	ENSP00000464317
Q9UBL3	ENSP00000340896
Q9UBL3	ENSP00000395310
Q9UBL3	ENSP00000430259
Q5VTT5	ENSP00000342689
Q5VTT5	ENSP00000363557
P0C862	ENSP00000333737
P0C862	ENSP00000371503
O14732	ENSP00000269159
P29375	ENSP00000382688
P40227	ENSP00000275603
P40227	ENSP00000352019
Q8N3C7	ENSP00000327009
Q8N3C7	ENSP00000384242
Q8N3C7	ENSP00000385594
Q3KQU3	ENSP00000320228
Q3KQU3	ENSP00000362243
Q3KQU3	ENSP00000362244
P45378	ENSP00000278317
P45378	ENSP00000344870
P45378	ENSP00000370970
P45378	ENSP00000370975
P45378	ENSP00000370991
P45378	ENSP00000371001
P45378	ENSP00000380468
P45378	ENSP00000492914
P45378	ENSP00000493331
P45378	ENSP00000500846
P45378	ENSP00000500606
P45378	ENSP00000500081
P45378	ENSP00000500263
P45378	ENSP00000500796
P45378	ENSP00000499917
P45378	ENSP00000500437
P45378	ENSP00000500156
P45378	ENSP00000500705
Q8N3K9	ENSP00000394770
P40189	ENSP00000338799
P40189	ENSP00000370687
P40189	ENSP00000370694
P40189	ENSP00000370698
P40189	ENSP00000462158
P40189	ENSP00000435399
O75953	ENSP00000312517
O75953	ENSP00000404079
O75953	ENSP00000413684
O75953	ENSP00000441999
O75155	ENSP00000295989
O75155	ENSP00000387641
Q13642	ENSP00000359717
Q13642	ENSP00000377709
Q13642	ENSP00000377710
Q13642	ENSP00000444815
Q13642	ENSP00000437673
Q13642	ENSP00000443333
Q13642	ENSP00000477609
Q13642	ENSP00000486782
Q13642	ENSP00000487147
Q13642	ENSP00000486439
Q13642	ENSP00000485897
Q13642	ENSP00000498684
Q13642	ENSP00000499016
Q9BZ29	ENSP00000365643
Q9BZ29	ENSP00000487551
Q9BZ29	ENSP00000498761
O75923	ENSP00000258104
O75923	ENSP00000377678
O75923	ENSP00000386512
O75923	ENSP00000386547
O75923	ENSP00000386683
O75923	ENSP00000386285
O75923	ENSP00000387137
O75923	ENSP00000386881
O75923	ENSP00000386617
O75923	ENSP00000407046
O75923	ENSP00000398305
A4UGR9	ENSP00000386454
A4UGR9	ENSP00000386840
A4UGR9	ENSP00000387255
A4UGR9	ENSP00000386981
A4UGR9	ENSP00000386619
A4UGR9	ENSP00000486198
O94782	ENSP00000343526
O94782	ENSP00000360188
Q969P5	ENSP00000390790
Q969P5	ENSP00000428205
Q02952	ENSP00000253332
Q02952	ENSP00000346702
Q02952	ENSP00000352794
Q02952	ENSP00000384537
P50461	ENSP00000265968
P50461	ENSP00000431813
P50461	ENSP00000497388
P24593	ENSP00000233813
O94826	ENSP00000284320
Q15397	ENSP00000380982
Q9UKP3	ENSP00000362935
Q9UKP3	ENSP00000440289
Q8N3U4	ENSP00000218089
Q8N3U4	ENSP00000360186
Q8N3U4	ENSP00000360187
Q8N3U4	ENSP00000360199
Q8N3U4	ENSP00000360202
Q9HDC5	ENSP00000344488
O60662	ENSP00000284669
P29279	ENSP00000356954
P84157	ENSP00000348050
P84157	ENSP00000364176
P84157	ENSP00000391466
Q15773	ENSP00000203630
Q15773	ENSP00000403941
Q15773	ENSP00000446317
Q15773	ENSP00000438671
A1L4K1	ENSP00000335651
A1L4K1	ENSP00000444078
P13535	ENSP00000384330
Q13203	ENSP00000255416
P52179	ENSP00000261606
P52179	ENSP00000348821
A0AUZ9	ENSP00000281772
A0AUZ9	ENSP00000405724
A0AUZ9	ENSP00000401408
A0AUZ9	ENSP00000393432
Q14BN4	ENSP00000295951
Q14BN4	ENSP00000295952
Q14BN4	ENSP00000373224
Q14BN4	ENSP00000412945
Q14BN4	ENSP00000418218
Q14BN4	ENSP00000499241
Q2M3W8	ENSP00000419435
Q2M3W8	ENSP00000420727
Q53GG5	ENSP00000284767
Q53GG5	ENSP00000284771
Q9H993	ENSP00000356263
P21695	ENSP00000301149
P21695	ENSP00000446768
P11217	ENSP00000164139
P11217	ENSP00000366650
P51571	ENSP00000317331
P51571	ENSP00000359103
P51571	ENSP00000359104
Q15435	ENSP00000234038
Q15435	ENSP00000272983
Q15435	ENSP00000385466
Q15435	ENSP00000385012
Q15435	ENSP00000385022
Q15435	ENSP00000385657
O75122	ENSP00000324364
O75122	ENSP00000352581
O75122	ENSP00000417518
O75323	ENSP00000313050
O75323	ENSP00000406855
P35241	ENSP00000432112
P35241	ENSP00000433580
P35241	ENSP00000436277
P35241	ENSP00000437301
P35241	ENSP00000445826
P35241	ENSP00000496503
P35241	ENSP00000496414
Q08AG7	ENSP00000367049
P0DI81	ENSP00000352708
P0DI81	ENSP00000369953
P0DI81	ENSP00000392495
P55042	ENSP00000299759
P55042	ENSP00000388744
Q16586	ENSP00000262018
Q16586	ENSP00000345522
Q16585	ENSP00000370839
P23610	ENSP00000358518
P23610	ENSP00000479624
P23610	ENSP00000477530
P53611	ENSP00000317473
Q96S82	ENSP00000354883
Q96S82	ENSP00000378518
Q96S82	ENSP00000454828
Q96S82	ENSP00000457708
Q96S82	ENSP00000457703
Q96S82	ENSP00000500520
Q96S82	ENSP00000500266
Q96S82	ENSP00000500882
Q96S82	ENSP00000500164
Q96S82	ENSP00000500442
P24043	ENSP00000400365
Q6H8Q1	ENSP00000342813
Q6H8Q1	ENSP00000355003
Q6H8Q1	ENSP00000354887
Q6H8Q1	ENSP00000384658
Q6H8Q1	ENSP00000389410
Q6H8Q1	ENSP00000393511
Q6H8Q1	ENSP00000421283
Q6H8Q1	ENSP00000423661
P30049	ENSP00000215375
P30049	ENSP00000378995
P30049	ENSP00000464863
Q53EP0	ENSP00000338523
Q53EP0	ENSP00000411242
Q53EP0	ENSP00000389094
Q53EP0	ENSP00000408496
Q53EP0	ENSP00000392471
Q16851	ENSP00000338703
Q16851	ENSP00000377939
Q16851	ENSP00000420793
A6NGB9	ENSP00000242140
A6NGB9	ENSP00000386878
Q14774	ENSP00000355870
P30520	ENSP00000355493
Q6NYC1	ENSP00000380750
Q6NYC1	ENSP00000394085
Q96LA8	ENSP00000359095
Q9H2G9	ENSP00000327541
Q9H2G9	ENSP00000356781
Q9H2G9	ENSP00000356782
Q8IXP5	ENSP00000489630
Q99873	ENSP00000375724
Q99873	ENSP00000406162
Q99873	ENSP00000484505
Q8N3J3	ENSP00000245382
Q8N3J3	ENSP00000313500
Q8N3J3	ENSP00000466618
Q5T0J7	ENSP00000323795
Q5T0J7	ENSP00000356611
Q5T0J7	ENSP00000356613
Q5T0J7	ENSP00000356615
Q8IYI0	ENSP00000305875
Q53FE4	ENSP00000322582
Q53FE4	ENSP00000423411
Q8N1K5	ENSP00000357231
Q8N1K5	ENSP00000357233
Q8N1K5	ENSP00000439863
Q8N1K5	ENSP00000480630
Q8N1K5	ENSP00000480967
Q8N1K5	ENSP00000484170
Q8N1K5	ENSP00000487358
Q6P047	ENSP00000307129
A5D8V7	ENSP00000348757
Q494V2	ENSP00000344749
Q494V2	ENSP00000423046
Q9BZ95	ENSP00000313410
Q9BZ95	ENSP00000313983
Q9BZ95	ENSP00000393284
Q9BZ95	ENSP00000434730
Q14689	ENSP00000383133
Q14689	ENSP00000392066
Q14689	ENSP00000415089
Q14689	ENSP00000393434
Q14689	ENSP00000430249
Q96EY1	ENSP00000262375
Q96EY1	ENSP00000347445
Q96EY1	ENSP00000393970
Q96EY1	ENSP00000477570
Q96EY1	ENSP00000479815
Q96N67	ENSP00000251157
Q96N67	ENSP00000340742
Q96N67	ENSP00000384446
Q96N67	ENSP00000413583
Q96N67	ENSP00000489284
Q96N67	ENSP00000489499
Q96N67	ENSP00000489124
P41162	ENSP00000327316
P41162	ENSP00000357175
Q8IZU1	ENSP00000370391
Q8IZU1	ENSP00000440163
Q6UN15	ENSP00000302993
Q6UN15	ENSP00000336752
Q6UN15	ENSP00000351383
Q6UN15	ENSP00000425456
P55345	ENSP00000291705
P55345	ENSP00000335490
P55345	ENSP00000347906
P55345	ENSP00000380759
P55345	ENSP00000380760
P55345	ENSP00000397266
P55345	ENSP00000411984
P55345	ENSP00000407463
Q04446	ENSP00000410833
Q49A26	ENSP00000322716
Q49A26	ENSP00000390276
Q49A26	ENSP00000468328
O95837	ENSP00000365807
Q8TE85	ENSP00000236255
Q8TE85	ENSP00000288955
Q8TE85	ENSP00000348333
Q8TE85	ENSP00000354943
Q8NEC7	ENSP00000353695
Q8NEC7	ENSP00000378216
Q8NEC7	ENSP00000378218
Q8NEC7	ENSP00000422354
Q6NXT2	ENSP00000339835
Q53H47	ENSP00000373354
Q53H47	ENSP00000403145
Q53H47	ENSP00000403000
P20719	ENSP00000222726
Q5TB80	ENSP00000257766
Q5TB80	ENSP00000385215
Q5TB80	ENSP00000481760
P57682	ENSP00000261438
P57682	ENSP00000421252
Q8TBB5	ENSP00000270583
Q8TBB5	ENSP00000325717
Q8TBB5	ENSP00000262530
Q8TBB5	ENSP00000457570
Q4G0J3	ENSP00000314311
Q4G0J3	ENSP00000344950
Q4G0J3	ENSP00000422626
Q4G0J3	ENSP00000499190
O95447	ENSP00000288350
O95447	ENSP00000351008
O95447	ENSP00000370046
Q15049	ENSP00000310375
Q15049	ENSP00000379216
P41218	ENSP00000357123
P19105	ENSP00000217652
P19105	ENSP00000441231
P19105	ENSP00000463614
P19105	ENSP00000462171
Q9H5I1	ENSP00000319208
Q9H5I1	ENSP00000346997
Q9H5I1	ENSP00000367576
Q96DV4	ENSP00000308275
A7E2Y1	ENSP00000262873
Q86VP3	ENSP00000321834
Q86VP3	ENSP00000393524
Q86VP3	ENSP00000393559
O60346	ENSP00000262719
Q14938	ENSP00000380781
Q14938	ENSP00000468794
Q14938	ENSP00000467785
Q14938	ENSP00000466389
Q14938	ENSP00000467512
Q8IVI9	ENSP00000318921
Q8IVI9	ENSP00000380390
Q8IVI9	ENSP00000380392
Q8IVI9	ENSP00000394051
Q8IVI9	ENSP00000404413
Q8IVI9	ENSP00000402140
Q14995	ENSP00000310006
P00973	ENSP00000202917
P00973	ENSP00000388001
P00973	ENSP00000415721
Q5T6S3	ENSP00000310372
Q5T6S3	ENSP00000363003
Q9H1D9	ENSP00000366828
O60678	ENSP00000331879
O60678	ENSP00000397766
Q53H96	ENSP00000404493
Q53H96	ENSP00000480945
Q53H96	ENSP00000488877
Q53H96	ENSP00000488371
Q96QF0	ENSP00000247833
Q96QF0	ENSP00000355381
Q96QF0	ENSP00000368092
Q96QF0	ENSP00000436304
Q96QF0	ENSP00000419216
Q96QF0	ENSP00000447300
Q96QF0	ENSP00000448773
Q96QF0	ENSP00000448944
Q96QF0	ENSP00000448027
O75943	ENSP00000282891
O75943	ENSP00000303134
O75943	ENSP00000311227
O75943	ENSP00000346271
O75943	ENSP00000346938
O75943	ENSP00000350725
O75943	ENSP00000355226
O75943	ENSP00000370151
O75943	ENSP00000426191
O75943	ENSP00000427743
O75943	ENSP00000478167
O75943	ENSP00000477962
O75943	ENSP00000477996
O75943	ENSP00000484854
O75943	ENSP00000482775
O75943	ENSP00000479160
O75943	ENSP00000482371
Q8N6K7	ENSP00000324874
Q8N6K7	ENSP00000357116
Q8N6K7	ENSP00000391163
Q8N6K7	ENSP00000403565
Q8N6K7	ENSP00000402092
Q8NC51	ENSP00000354591
Q8NC51	ENSP00000360029
Q8NC51	ENSP00000360033
Q8NC51	ENSP00000360034
Q99619	ENSP00000431037
Q99619	ENSP00000430872
Q99619	ENSP00000428338
O95947	ENSP00000279386
O95947	ENSP00000378650
O95947	ENSP00000461223
O95947	ENSP00000460425
P48775	ENSP00000444788
P48775	ENSP00000460086
Q9H3H1	ENSP00000321810
Q9H3H1	ENSP00000361905
Q9H3H1	ENSP00000388333
Q9H3H1	ENSP00000437700
Q6PID6	ENSP00000338533
Q15906	ENSP00000346464
Q15906	ENSP00000357887
Q8N6F8	ENSP00000297873
O95785	ENSP00000263381
O95785	ENSP00000445824
O95785	ENSP00000469534
O15535	ENSP00000252207
O15535	ENSP00000404074
O15535	ENSP00000433402
Q68EA5	ENSP00000303696
O43508	ENSP00000293825
O95644	ENSP00000253506
O95644	ENSP00000316553
O95644	ENSP00000327850
O95644	ENSP00000380892
O95644	ENSP00000389377
O95644	ENSP00000442435
O95644	ENSP00000466489
O95644	ENSP00000466194
O95644	ENSP00000467181
P54257	ENSP00000309392
P54257	ENSP00000343170
P54257	ENSP00000334002
P54257	ENSP00000377513
Q66GS9	ENSP00000257287
Q66GS9	ENSP00000412799
Q5H9F3	ENSP00000218147
Q5H9F3	ENSP00000437775
O75844	ENSP00000361845
O60706	ENSP00000261200
O60706	ENSP00000261201
P61587	ENSP00000263895
P61587	ENSP00000364886
P07996	ENSP00000260356
P16871	ENSP00000306157
P16871	ENSP00000421207
P20930	ENSP00000357789
Q8TF47	ENSP00000381304
Q8TF47	ENSP00000454418
Q8TF47	ENSP00000460547
Q8TF47	ENSP00000480309
Q13627	ENSP00000342690
Q13627	ENSP00000340373
Q13627	ENSP00000381929
Q13627	ENSP00000381932
Q13627	ENSP00000493627
Q13627	ENSP00000494544
Q13627	ENSP00000494897
Q13627	ENSP00000495908
Q13627	ENSP00000494572
Q13627	ENSP00000496748
Q15759	ENSP00000333685
Q15759	ENSP00000379113
Q92630	ENSP00000342105
Q92630	ENSP00000377186
Q8WYQ5	ENSP00000263209
Q8WYQ5	ENSP00000372488
Q8WYQ5	ENSP00000384726
Q96MU7	ENSP00000339245
Q96MU7	ENSP00000347888
Q96MU7	ENSP00000484604
Q96MU7	ENSP00000479213
O95905	ENSP00000362070
O95905	ENSP00000401566
O95905	ENSP00000395786
Q70E73	ENSP00000311293
Q70E73	ENSP00000316543
Q70E73	ENSP00000396711
Q70E73	ENSP00000390578
Q70E73	ENSP00000397751
Q70E73	ENSP00000411138
Q70E73	ENSP00000406662
A8K0Z3	ENSP00000485627
O14793	ENSP00000260950
Q8NCD3	ENSP00000414109
Q8NCD3	ENSP00000407208
Q8NCD3	ENSP00000401944
O95727	ENSP00000227348
O95727	ENSP00000433728
P02750	ENSP00000302621
O60499	ENSP00000339350
O60499	ENSP00000466298
O00548	ENSP00000355718
O00548	ENSP00000480905
P57105	ENSP00000256366
P13473	ENSP00000200639
P13473	ENSP00000360386
P13473	ENSP00000408411
Q96JC1	ENSP00000326534
Q96JC1	ENSP00000335193
P35212	ENSP00000343676
P19823	ENSP00000351190
P43116	ENSP00000245457
P11229	ENSP00000306490
P11229	ENSP00000441188
Q14849	ENSP00000337446
Q14849	ENSP00000377794
Q14849	ENSP00000439869
A8MW95	ENSP00000488361
Q99707	ENSP00000355536
Q99707	ENSP00000441845
P54845	ENSP00000380191
P54845	ENSP00000380193
P54845	ENSP00000380197
P54845	ENSP00000452966
P54845	ENSP00000454062
P54845	ENSP00000494928
P54845	ENSP00000495627
P54845	ENSP00000495155
P54845	ENSP00000496316
P54845	ENSP00000496275
Q7Z333	ENSP00000224140
Q16666	ENSP00000295809
Q16666	ENSP00000352740
Q16666	ENSP00000357113
Q16666	ENSP00000357114
Q16666	ENSP00000404325
Q9HB15	ENSP00000327611
P63092	ENSP00000265620
P63092	ENSP00000346328
P63092	ENSP00000360126
P63092	ENSP00000360136
A0AVI4	ENSP00000305243
A0AVI4	ENSP00000372394
A0AVI4	ENSP00000441812
Q8TAG5	ENSP00000303108
Q8TAG5	ENSP00000384967
Q12797	ENSP00000348841
Q12797	ENSP00000368762
Q12797	ENSP00000368767
Q12797	ENSP00000373856
Q12797	ENSP00000394013
Q12797	ENSP00000429954
Q12797	ENSP00000430245
Q12797	ENSP00000429286
Q12797	ENSP00000436188
Q12797	ENSP00000429160
Q12797	ENSP00000437864
Q96HF1	ENSP00000274063
Q6FHJ7	ENSP00000410715
P12532	ENSP00000300283
P12532	ENSP00000406577
P12532	ENSP00000413165
P12532	ENSP00000413255
O60911	ENSP00000259470
O60911	ENSP00000445052
O00757	ENSP00000364486
Q9BXL5	ENSP00000259456
Q9BXL5	ENSP00000480020
O75820	ENSP00000259395
O75820	ENSP00000342019
O75820	ENSP00000363995
O60729	ENSP00000364388
O60729	ENSP00000364389
